FuelType,CityDistrict,LocalDistrict,Neighbourhood,Year,NoOfVehicles
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2016,0
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2017,0
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2019,6
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2020,8
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2021,27
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2022,85
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2023,120
Plugin-Hybrid,Amager Øst,Amager Øst,Amagerbro Øst,2024,159
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2006,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2007,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2008,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2009,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2010,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2011,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2012,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2013,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2014,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2015,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2016,0
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2019,9
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2020,12
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2021,21
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2022,70
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2023,101
Plugin-Hybrid,Amager Øst,Amager Øst,Nordøstamager,2024,117
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2006,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2007,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2008,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2009,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2010,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2011,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2012,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2013,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2014,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2015,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2016,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2017,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2018,0
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2019,3
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2020,4
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2021,17
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2022,63
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2023,87
Plugin-Hybrid,Amager Øst,Amager Øst,Sundbyøster,2024,94
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2006,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2007,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2008,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2009,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2010,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2011,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2012,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2013,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2014,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2015,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2016,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2017,0
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2019,9
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2020,17
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2021,56
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2022,142
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2023,166
Plugin-Hybrid,Amager Øst,Amager Øst,Villakvartererne,2024,187
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2006,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2007,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2008,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2009,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2010,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2011,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2012,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2013,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2014,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2015,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2016,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2017,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2018,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2020,6
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2021,8
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2022,29
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2023,52
Plugin-Hybrid,Bispebjerg,Bispebjerg,Bispebjerg,2024,54
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2006,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2007,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2008,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2009,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2010,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2011,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2012,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2013,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2014,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2015,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2016,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2017,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2018,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2020,5
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2021,12
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2022,27
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2023,31
Plugin-Hybrid,Bispebjerg,Bispebjerg,Emdrup,2024,41
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2006,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2007,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2008,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2009,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2010,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2011,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2012,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2013,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2014,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2015,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2016,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2019,5
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2020,7
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2021,22
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2022,60
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2023,95
Plugin-Hybrid,Bispebjerg,Bispebjerg,Nordvest,2024,118
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2006,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2007,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2008,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2009,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2010,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2011,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2012,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2013,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2014,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2015,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2016,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2017,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2018,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2021,6
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2022,24
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2023,33
Plugin-Hybrid,Bispebjerg,Bispebjerg,Ryparken-Lundehus,2024,37
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2006,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2007,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2008,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2009,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2010,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2011,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2012,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2013,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2014,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2015,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2016,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2017,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2018,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2019,0
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2020,3
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2021,11
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2022,20
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2023,28
Plugin-Hybrid,Bispebjerg,Bispebjerg,Utterslev,2024,40
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2006,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2007,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2008,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2009,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2010,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2011,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2012,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2013,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2014,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2015,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2016,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2017,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2018,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2019,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2022,11
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2023,16
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Bellahøj,2024,25
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2006,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2007,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2008,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2009,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2010,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2011,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2012,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2013,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2014,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2015,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2016,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2019,7
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2020,13
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2021,37
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2022,82
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2023,110
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Brønshøj,2024,123
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2006,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2007,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2008,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2009,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2010,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2011,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2012,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2013,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2014,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2015,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2016,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2019,7
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2020,20
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2021,56
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2022,146
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2023,195
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum,2024,224
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2006,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2007,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2008,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2009,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2010,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2011,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2012,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2013,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2014,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2015,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2016,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2018,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2020,3
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2021,10
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2022,32
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2023,38
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Husum Nord,2024,60
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2006,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2007,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2008,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2009,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2010,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2011,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2012,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2013,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2014,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2015,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2016,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2017,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2018,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2019,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2020,0
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2022,9
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2023,15
Plugin-Hybrid,Brønshøj-Husum,Brønshøj-Husum,Tingbjerg,2024,22
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2006,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2007,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2008,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2009,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2010,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2011,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2012,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2013,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2014,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2015,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2016,0
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2018,3
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2019,3
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2020,6
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2021,12
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2022,28
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2023,36
Plugin-Hybrid,Indre By,Christianshavn,Holmen og Refshaleøen,2024,51
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2006,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2007,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2008,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2009,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2010,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2011,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2012,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2013,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2014,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2015,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2016,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2017,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2018,0
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2020,6
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2021,13
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2022,28
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2023,40
Plugin-Hybrid,Indre By,Christianshavn,Neden Vandet,2024,42
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2006,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2007,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2008,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2009,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2010,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2011,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2012,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2013,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2014,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2015,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2016,0
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2020,4
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2021,13
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2022,42
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2023,41
Plugin-Hybrid,Indre By,Christianshavn,Oven Vandet,2024,39
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2006,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2007,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2008,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2009,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2010,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2011,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2012,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2013,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2014,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2015,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2016,0
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2017,4
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2018,5
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2019,10
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2020,10
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2021,29
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2022,82
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2023,102
Plugin-Hybrid,Indre By,Indre By,Frederiksstaden,2024,119
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2006,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2007,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2008,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2009,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2010,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2011,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2012,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2013,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2014,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2015,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2016,0
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2018,3
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2019,5
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2020,5
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2021,12
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2022,35
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2023,42
Plugin-Hybrid,Indre By,Indre By,Gammelholm og Nyhavn,2024,44
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2006,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2007,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2008,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2009,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2010,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2011,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2012,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2013,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2014,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2015,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2016,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2019,0
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2021,5
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2022,21
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2023,31
Plugin-Hybrid,Indre By,Indre By,Metropolzonen,2024,33
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2006,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2007,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2008,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2009,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2010,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2011,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2012,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2013,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2014,0
