FuelType,CityDistrict,LocalDistrict,Neighbourhood,Year,NoOfVehicles
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2015,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2016,0
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2019,4
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2020,6
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2021,16
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2022,45
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2023,47
Plugin-Hybrid,Indre By,Indre By,Middelalderbyen,2024,50
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2006,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2007,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2008,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2009,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2010,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2011,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2012,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2013,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2014,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2015,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2016,0
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2017,3
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2018,3
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2019,8
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2020,8
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2021,12
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2022,42
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2023,46
Plugin-Hybrid,Indre By,Indre By,Nansensgade-kvarteret,2024,43
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2006,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2007,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2008,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2009,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2010,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2011,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2012,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2013,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2014,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2015,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2016,0
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2018,3
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2019,9
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2020,10
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2021,33
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2022,85
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2023,94
Plugin-Hybrid,Indre By,Indre By,Øster Farimagsgade-kvarteret,2024,105
Plugin-Hybrid,Indre By,Indre By,Østerport,2006,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2007,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2008,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2009,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2010,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2011,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2012,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2013,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2014,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2015,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2016,0
Plugin-Hybrid,Indre By,Indre By,Østerport,2019,7
Plugin-Hybrid,Indre By,Indre By,Østerport,2020,9
Plugin-Hybrid,Indre By,Indre By,Østerport,2021,17
Plugin-Hybrid,Indre By,Indre By,Østerport,2022,41
Plugin-Hybrid,Indre By,Indre By,Østerport,2023,56
Plugin-Hybrid,Indre By,Indre By,Østerport,2024,70
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2006,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2007,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2008,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2009,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2010,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2011,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2012,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2013,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2014,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2015,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2016,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2017,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2018,0
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2019,4
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2020,3
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2021,13
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2022,40
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2023,46
Plugin-Hybrid,Nørrebro,Nørrebro,Blågårdskvarteret/Assistens/Rantzausgade,2024,56
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2006,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2007,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2008,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2009,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2010,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2011,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2012,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2013,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2014,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2015,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2016,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2017,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2018,0
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2019,6
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2020,10
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2021,19
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2022,65
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2023,74
Plugin-Hybrid,Nørrebro,Nørrebro,Guldbergskvarteret/Panum/Ravnsborggade,2024,78
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2006,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2007,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2008,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2009,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2010,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2011,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2012,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2013,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2014,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2015,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2016,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2017,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2018,0
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2021,5
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2022,17
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2023,26
Plugin-Hybrid,Nørrebro,Nørrebro,Haraldsgade-kvarteret,2024,33
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2006,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2007,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2008,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2009,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2010,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2011,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2012,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2013,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2014,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2015,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2016,0
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2019,3
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2020,5
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2021,11
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2022,34
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2023,45
Plugin-Hybrid,Nørrebro,Nørrebro,Mimersgade-kvarteret/ Nørrebro St.,2024,59
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2006,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2007,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2008,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2009,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2010,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2011,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2012,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2013,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2014,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2015,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2016,0
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2019,6
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2020,3
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2021,18
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2022,51
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2023,57
Plugin-Hybrid,Nørrebro,Nørrebro,Stefansgade/Nørrebroparken/Lundtoftegade,2024,75
Plugin-Hybrid,Valby,Valby,Gl. Valby,2006,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2007,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2008,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2009,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2010,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2011,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2012,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2013,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2014,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2015,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2016,0
Plugin-Hybrid,Valby,Valby,Gl. Valby,2017,6
Plugin-Hybrid,Valby,Valby,Gl. Valby,2018,4
Plugin-Hybrid,Valby,Valby,Gl. Valby,2019,10
Plugin-Hybrid,Valby,Valby,Gl. Valby,2020,13
Plugin-Hybrid,Valby,Valby,Gl. Valby,2021,32
Plugin-Hybrid,Valby,Valby,Gl. Valby,2022,72
Plugin-Hybrid,Valby,Valby,Gl. Valby,2023,86
Plugin-Hybrid,Valby,Valby,Gl. Valby,2024,97
Plugin-Hybrid,Valby,Valby,Syd,2006,0
Plugin-Hybrid,Valby,Valby,Syd,2007,0
Plugin-Hybrid,Valby,Valby,Syd,2008,0
Plugin-Hybrid,Valby,Valby,Syd,2009,0
Plugin-Hybrid,Valby,Valby,Syd,2010,0
Plugin-Hybrid,Valby,Valby,Syd,2011,0
Plugin-Hybrid,Valby,Valby,Syd,2012,0
Plugin-Hybrid,Valby,Valby,Syd,2013,0
Plugin-Hybrid,Valby,Valby,Syd,2014,0
Plugin-Hybrid,Valby,Valby,Syd,2015,0
Plugin-Hybrid,Valby,Valby,Syd,2016,0
Plugin-Hybrid,Valby,Valby,Syd,2017,0
Plugin-Hybrid,Valby,Valby,Syd,2019,6
Plugin-Hybrid,Valby,Valby,Syd,2020,12
Plugin-Hybrid,Valby,Valby,Syd,2021,43
Plugin-Hybrid,Valby,Valby,Syd,2022,112
Plugin-Hybrid,Valby,Valby,Syd,2023,157
Plugin-Hybrid,Valby,Valby,Syd,2024,170
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2006,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2007,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2008,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2009,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2010,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2011,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2012,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2013,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2014,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2015,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2016,0
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2019,5
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2020,10
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2021,33
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2022,99
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2023,131
Plugin-Hybrid,Valby,Valby,Valby Sydvest,2024,146
Plugin-Hybrid,Valby,Valby,Vigerslev,2006,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2007,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2008,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2009,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2010,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2011,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2012,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2013,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2014,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2015,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2016,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2017,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2018,0
Plugin-Hybrid,Valby,Valby,Vigerslev,2020,5
Plugin-Hybrid,Valby,Valby,Vigerslev,2021,16
Plugin-Hybrid,Valby,Valby,Vigerslev,2022,42
Plugin-Hybrid,Valby,Valby,Vigerslev,2023,56
Plugin-Hybrid,Valby,Valby,Vigerslev,2024,73
Plugin-Hybrid,Valby,Valby,Ålholm,2006,0
Plugin-Hybrid,Valby,Valby,Ålholm,2007,0
Plugin-Hybrid,Valby,Valby,Ålholm,2008,0
Plugin-Hybrid,Valby,Valby,Ålholm,2009,0
Plugin-Hybrid,Valby,Valby,Ålholm,2010,0
Plugin-Hybrid,Valby,Valby,Ålholm,2011,0
Plugin-Hybrid,Valby,Valby,Ålholm,2012,0
Plugin-Hybrid,Valby,Valby,Ålholm,2013,0
Plugin-Hybrid,Valby,Valby,Ålholm,2014,0
Plugin-Hybrid,Valby,Valby,Ålholm,2015,0
Plugin-Hybrid,Valby,Valby,Ålholm,2016,0
Plugin-Hybrid,Valby,Valby,Ålholm,2017,0
Plugin-Hybrid,Valby,Valby,Ålholm,2019,5
Plugin-Hybrid,Valby,Valby,Ålholm,2020,10
Plugin-Hybrid,Valby,Valby,Ålholm,2021,31
Plugin-Hybrid,Valby,Valby,Ålholm,2022,67
Plugin-Hybrid,Valby,Valby,Ålholm,2023,90
Plugin-Hybrid,Valby,Valby,Ålholm,2024,107
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2006,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2007,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2008,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2009,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2010,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2011,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2012,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2013,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2014,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2015,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2016,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2018,0
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2020,8
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2021,18
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2022,44
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2023,54
Plugin-Hybrid,Vanløse,Vanløse,Grøndals Park Kvarter,2024,70
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2006,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2007,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2008,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2009,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2010,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2011,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2012,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2013,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2014,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2015,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2016,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2017,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2018,0
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2019,4
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2020,6
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2021,20
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2022,67
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2023,94
Plugin-Hybrid,Vanløse,Vanløse,Jernbane Allé Kvarter,2024,115
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2006,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2007,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2008,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2009,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2010,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2011,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2012,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2013,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2014,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2015,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2016,0
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2019,9
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2020,16
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2021,37
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2022,102
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2023,137
Plugin-Hybrid,Vanløse,Vanløse,Jyllingevej Kvarter,2024,166
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2006,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2007,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2008,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2009,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2010,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2011,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2012,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2013,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2014,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2015,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2016,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2017,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2018,0
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2019,5
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2020,9
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2021,23
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2022,52
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2023,80
Plugin-Hybrid,Vanløse,Vanløse,Sallingvej Kvarter,2024,85
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2006,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2007,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2008,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2009,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2010,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2011,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2012,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2013,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2014,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2015,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2016,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2017,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2018,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2019,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2022,8
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2023,11
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Bavnehøj,2024,14
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2006,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2007,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2008,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2009,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2010,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2011,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2012,0
Plugin-Hybrid,Vesterbro-Kongens Enghave,Kgs. Enghave,Gl. Sydhavn,2013,0
