FID,district,street_code,street_name,no_of_spaces,year_creation,year_correction,coordinates
p_pladser.1110,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66098398486534, 12.570695011062357), (55.66095777887516, 12.57075711237082)]"
p_pladser.1111,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66080817795544, 12.570318929001422), (55.66078233234743, 12.570378437295863)]"
p_pladser.1112,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66094622566817, 12.570784490385542), (55.660917047871706, 12.570853633826124)]"
p_pladser.1113,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.66054044982285, 12.570943471972319), (55.66051315772951, 12.571009223010856)]"
p_pladser.1114,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66072354626032, 12.571311885262874), (55.66069891441, 12.571369688500619)]"
p_pladser.1115,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.660360866219946, 12.571371945874555), (55.66030541165391, 12.571502425778883)]"
p_pladser.1116,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66067722941702, 12.57142451530652), (55.66065104364101, 12.571485533804893)]"
p_pladser.1117,Amager Vest,288,Axel Heides Gade,2,2005,2022,"[(55.66035061545814, 12.572192850157133), (55.66028457445124, 12.572348058766584)]"
p_pladser.1118,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.660690092573056, 12.57114721884752), (55.66066342049171, 12.571209939911343)]"
p_pladser.1121,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66041204155215, 12.571251550183925), (55.66038341394918, 12.571318898963826)]"
p_pladser.1123,Amager Vest,288,Axel Heides Gade,1,2005,2023,"[(55.66121252311106, 12.570155333653453), (55.661174778551015, 12.570244150737404)]"
p_pladser.1124,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66058695640093, 12.571389749407418), (55.6605605608022, 12.571451819765732)]"
p_pladser.1125,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.660138083977216, 12.571903298897919), (55.660079509496256, 12.572041163856126)]"
p_pladser.1126,Amager Vest,288,Axel Heides Gade,1,2005,2021,"[(55.66030191630385, 12.572065757299974), (55.66027515434549, 12.57212649427704)]"
p_pladser.1127,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.660651847631186, 12.571237154266576), (55.6605983391466, 12.571362982241343)]"
p_pladser.1129,Amager Vest,288,Axel Heides Gade,2,2005,2021,"[(55.660264643411566, 12.572151062872763), (55.66020440892419, 12.572291856430924)]"
p_pladser.1131,Amager Vest,288,Axel Heides Gade,1,2005,2022,"[(55.660491795886514, 12.571306056113237), (55.66046892059926, 12.571360156525198)]"
p_pladser.1128,Amager Vest,288,Axel Heides Gade,1,2006,2022,"[(55.660997369897885, 12.569870567944033), (55.66096320289974, 12.569947735993866)]"
p_pladser.1069,Amager Vest,288,Axel Heides Gade,1,2007,2022,"[(55.66006296280319, 12.57208000878053), (55.66002240169902, 12.572172859290944)]"
p_pladser.1072,Amager Vest,288,Axel Heides Gade,2,2007,2021,"[(55.66055322449259, 12.570470061245516), (55.66052360997064, 12.57043087386086)]"
p_pladser.1080,Amager Vest,288,Axel Heides Gade,9,2007,2021,"[(55.66039024547412, 12.570254400378087), (55.66023928407697, 12.570054643807255)]"
p_pladser.1081,Amager Vest,288,Axel Heides Gade,10,2007,2022,"[(55.66052716330684, 12.570774591658473), (55.660361430815115, 12.570555795276558)]"
p_pladser.1085,Amager Vest,288,Axel Heides Gade,1,2007,2023,"[(55.66005159761544, 12.56980540090832), (55.660020599432094, 12.569765689246928)]"
p_pladser.1089,Amager Vest,288,Axel Heides Gade,10,2007,2023,"[(55.660224899970224, 12.570035610436712), (55.66007568865659, 12.569838472584479), (55.66005111545149, 12.56980476690859)]"
p_pladser.1100,Amager Vest,288,Axel Heides Gade,3,2007,2021,"[(55.66061590490823, 12.570553003290597), (55.66056760853011, 12.570489094935533)]"
p_pladser.1119,Amager Vest,288,Axel Heides Gade,5,2007,2021,"[(55.659988960774854, 12.570071095659232), (55.65991028161613, 12.569965651919007)]"
p_pladser.1120,Amager Vest,288,Axel Heides Gade,8,2007,2022,"[(55.66034764364545, 12.570537523867035), (55.66021556523426, 12.57036281288748)]"
p_pladser.1122,Amager Vest,288,Axel Heides Gade,8,2007,2022,"[(55.66019576795465, 12.570336965761008), (55.66006297597465, 12.570160901644035)]"
p_pladser.1130,Amager Vest,288,Axel Heides Gade,4,2007,2021,"[(55.66046691081422, 12.570355846975323), (55.66040462954605, 12.570273433909538)]"
p_pladser.1104,Amager Vest,288,Axel Heides Gade,1,2010,2021,"[(55.660438042201555, 12.57119338494146), (55.66046872984426, 12.571116291776033)]"
p_pladser.1309,Amager Vest,384,Bardenflethsgade,7,2003,2022,"[(55.66595165973719, 12.59260480395372), (55.66591322461572, 12.592593765028951), (55.665798572707146, 12.592556490611951), (55.66577347346246, 12.592554401104266)]"
p_pladser.1310,Amager Vest,384,Bardenflethsgade,5,2017,2022,"[(55.66592909751683, 12.592824024304463), (55.66584110015346, 12.592797779355543), (55.66582231160826, 12.59279157698093)]"
p_pladser.1397,Amager Vest,420,Bedfordvej,3,2006,2012,"[(55.641959560603475, 12.605662173537166), (55.641807796779744, 12.605711565379668)]"
p_pladser.1398,Amager Vest,420,Bedfordvej,4,2006,2012,"[(55.64269883837813, 12.605421486275514), (55.64249796857684, 12.605486994103194)]"
p_pladser.1399,Amager Vest,420,Bedfordvej,2,2006,2012,"[(55.64241657940995, 12.605513659443444), (55.64231652088199, 12.605545999640508)]"
p_pladser.1400,Amager Vest,420,Bedfordvej,4,2006,2012,"[(55.64226321100797, 12.605563395727696), (55.64203674207115, 12.605637008077222)]"
p_pladser.1409,Amager Vest,436,Belfastvej,5,2006,2012,"[(55.64033837863197, 12.606235903327796), (55.64023365583057, 12.606273110517144), (55.640105409339874, 12.606318591710687)]"
p_pladser.1410,Amager Vest,436,Belfastvej,7,2006,2012,"[(55.64002916011626, 12.606345862070059), (55.63991724635979, 12.606386012844412), (55.639826899844046, 12.606418444739035), (55.63970310150677, 12.606462689913196)]"
p_pladser.1411,Amager Vest,436,Belfastvej,1,2006,2012,"[(55.64047221558265, 12.606187679067421), (55.64039138328441, 12.60621647832681)]"
p_pladser.1412,Amager Vest,436,Belfastvej,1,2006,2012,"[(55.639648256407156, 12.60648193354962), (55.6395864578058, 12.606503166854713)]"
p_pladser.1413,Amager Vest,436,Belfastvej,4,2006,2012,"[(55.64086006698295, 12.60604991008357), (55.64066563569407, 12.606118766079717)]"
p_pladser.1414,Amager Vest,436,Belfastvej,2,2006,2012,"[(55.640622332687784, 12.60613419441866), (55.640526386483714, 12.60616839618641)]"
p_pladser.1506,Amager Vest,472,Bergthorasgade,5,2003,2021,"[(55.66364026505088, 12.581088367644464), (55.663560800626186, 12.581277682812797), (55.66356025868853, 12.581296468125707)]"
p_pladser.1507,Amager Vest,472,Bergthorasgade,5,2003,2021,"[(55.66362067142721, 12.581435177744478), (55.663455974248706, 12.581822291941156)]"
p_pladser.1508,Amager Vest,472,Bergthorasgade,2,2003,2021,"[(55.663445059671915, 12.581847885187695), (55.66339105318304, 12.581974884656017)]"
p_pladser.1509,Amager Vest,472,Bergthorasgade,1,2003,2021,"[(55.66536114818543, 12.577329501928551), (55.66533362375022, 12.57739425948365)]"
p_pladser.1510,Amager Vest,472,Bergthorasgade,2,2003,2021,"[(55.664009467417074, 12.580218200530085), (55.663974792896134, 12.580300004327897)]"
p_pladser.1511,Amager Vest,472,Bergthorasgade,4,2003,2021,"[(55.665333333955246, 12.577394941292022), (55.66531124147956, 12.577448220713611), (55.665206675304034, 12.57769294746932)]"
p_pladser.1512,Amager Vest,472,Bergthorasgade,1,2003,2021,"[(55.664090736932955, 12.58032948578493), (55.66405127751216, 12.580422282769574)]"
p_pladser.1513,Amager Vest,472,Bergthorasgade,13,2003,2021,"[(55.664025075455434, 12.580483902128227), (55.6636478171002, 12.581371816696455)]"
p_pladser.1514,Amager Vest,472,Bergthorasgade,9,2003,2025,"[(55.66392328281316, 12.58041953885782), (55.66379044215132, 12.580734097581288)]"
p_pladser.1515,Amager Vest,472,Bergthorasgade,15,2003,2021,"[(55.66352058334122, 12.581372048691163), (55.66331308700796, 12.58186335070564), (55.66331152053988, 12.581877458765641)]"
p_pladser.1516,Amager Vest,472,Bergthorasgade,4,2003,2021,"[(55.665002136585336, 12.578174850188034), (55.664879801776344, 12.578464691287)]"
p_pladser.1517,Amager Vest,472,Bergthorasgade,3,2003,2021,"[(55.6648574527381, 12.578517641261008), (55.66485194452119, 12.578530691467058), (55.66482748696872, 12.578588432901988), (55.66479371559423, 12.578668162962858), (55.66477515492763, 12.578712641356915)]"
p_pladser.1518,Amager Vest,472,Bergthorasgade,2,2003,2021,"[(55.665165153037684, 12.577491880382688), (55.665110718790345, 12.57762122687699)]"
p_pladser.1519,Amager Vest,472,Bergthorasgade,10,2003,2021,"[(55.66565939996169, 12.576625866866623), (55.66560339993883, 12.576759780015799), (55.66557616519705, 12.57682395157922), (55.66536114818543, 12.577329501928551)]"
p_pladser.1520,Amager Vest,472,Bergthorasgade,14,2003,2021,"[(55.66472237935424, 12.578535948951401), (55.664564002615045, 12.578908621775927), (55.66451837485201, 12.579016094867931), (55.664511635510536, 12.579031711539125)]"
p_pladser.1521,Amager Vest,472,Bergthorasgade,6,2003,2021,"[(55.66494198697128, 12.578017702005656), (55.66477227857414, 12.57841874694472)]"
p_pladser.1522,Amager Vest,472,Bergthorasgade,4,2003,2024,"[(55.66557855116619, 12.576498966952459), (55.66552122500435, 12.576647006702567)]"
p_pladser.1524,Amager Vest,472,Bergthorasgade,1,2003,2023,"[(55.66549117737835, 12.576721592684253), (55.66547144555719, 12.57676808650998)]"
p_pladser.1525,Amager Vest,472,Bergthorasgade,5,2003,2021,"[(55.66459187660944, 12.57914724966034), (55.66475376878018, 12.578762977385095)]"
p_pladser.1527,Amager Vest,472,Bergthorasgade,1,2003,2024,"[(55.66552122500435, 12.576647006702567), (55.665506201331, 12.576685803865846)]"
p_pladser.1528,Amager Vest,472,Bergthorasgade,16,2003,2023,"[(55.66547144555719, 12.57676808650998), (55.66524132831283, 12.577310302239677), (55.66524093754744, 12.57733574121219)]"
p_pladser.1529,Amager Vest,472,Bergthorasgade,6,2003,2025,"[(55.66377561725891, 12.580769110074561), (55.66369374962322, 12.580961502439267), (55.66369357752201, 12.580982016542562)]"
p_pladser.1530,Amager Vest,472,Bergthorasgade,1,2003,2025,"[(55.66379044215132, 12.580734097581288), (55.66377561725891, 12.580769110074561)]"
p_pladser.1523,Amager Vest,472,Bergthorasgade,1,2004,2021,"[(55.66354558237838, 12.581313725766014), (55.66352058334122, 12.581372048691163)]"
p_pladser.1526,Amager Vest,472,Bergthorasgade,1,2004,2021,"[(55.663951091272814, 12.580353714405405), (55.66392328281316, 12.58041953885782)]"
p_pladser.1669,Amager Vest,510,Birketinget,15,2003,2024,"[(55.65582141733773, 12.600016787509938), (55.655868285643365, 12.599621106940853), (55.65588710770256, 12.599474253783798)]"
p_pladser.1671,Amager Vest,510,Birketinget,2,2003,2024,"[(55.65590585785217, 12.599306096038756), (55.655925553310276, 12.59912794106159)]"
p_pladser.1670,Amager Vest,510,Birketinget,1,2018,2022,"[(55.655926178754896, 12.599123597486576), (55.655930163940084, 12.599087300776967)]"
p_pladser.1906,Amager Vest,588,Bjørneklovej,1,2020,2022,"[(55.64084131862454, 12.612896339889327), (55.64079172889004, 12.61291109184868)]"
p_pladser.2352,Amager Vest,688,Boltonvej,5,2006,2012,"[(55.642079195795354, 12.60256871811619), (55.64181774788901, 12.602652105442278)]"
p_pladser.2347,Amager Vest,688,Boltonvej,1,2006,2012,"[(55.6417393509939, 12.60267755083245), (55.64169287156011, 12.60269199528874)]"
p_pladser.2348,Amager Vest,688,Boltonvej,2,2006,2012,"[(55.64159595100489, 12.602722794880492), (55.641507683898645, 12.602751149560877)]"
p_pladser.2349,Amager Vest,688,Boltonvej,4,2006,2012,"[(55.642324081403984, 12.602490795929972), (55.64213677185371, 12.602550365351293)]"
p_pladser.2350,Amager Vest,688,Boltonvej,1,2006,2012,"[(55.6430455747082, 12.602316361231779), (55.642995892609314, 12.602324214984751)]"
p_pladser.2351,Amager Vest,688,Boltonvej,3,2006,2012,"[(55.64295537073796, 12.602331090861545), (55.64280521282362, 12.602355545970394)]"
p_pladser.2353,Amager Vest,688,Boltonvej,2,2006,2012,"[(55.64448258350993, 12.602081369088829), (55.644373521623685, 12.602098894245614)]"
p_pladser.2354,Amager Vest,688,Boltonvej,38,2006,2012,"[(55.64581039363467, 12.602084381485145), (55.645240329816126, 12.602038041826553), (55.64496978210568, 12.602015697049241), (55.644733614992035, 12.60199637793698), (55.64471292142202, 12.60202137228944)]"
p_pladser.2355,Amager Vest,688,Boltonvej,25,2006,2012,"[(55.64583485719178, 12.602297958656438), (55.64582019578158, 12.602324744646022), (55.6454691330849, 12.602295550534096), (55.6451180703588, 12.602266356979557)]"
p_pladser.2356,Amager Vest,688,Boltonvej,4,2006,2012,"[(55.64350853547486, 12.602240031858193), (55.6432850607222, 12.602276555876047)]"
p_pladser.2357,Amager Vest,688,Boltonvej,3,2006,2012,"[(55.6425533197073, 12.602417857072364), (55.64237344360531, 12.602474977318467)]"
p_pladser.2358,Amager Vest,688,Boltonvej,2,2006,2012,"[(55.64367459238758, 12.602213221147268), (55.64355341263016, 12.602234963168225)]"
p_pladser.2359,Amager Vest,688,Boltonvej,4,2006,2012,"[(55.64397458269911, 12.602164134528243), (55.643750975433726, 12.602201024241172)]"
p_pladser.2360,Amager Vest,688,Boltonvej,2,2006,2012,"[(55.64322872772062, 12.602285816894609), (55.64311817186945, 12.60230415459791)]"
p_pladser.2361,Amager Vest,688,Boltonvej,1,2006,2012,"[(55.644077490079596, 12.602147157197589), (55.644028604293226, 12.602155222229163)]"
p_pladser.2362,Amager Vest,688,Boltonvej,10,2006,2012,"[(55.645048179386784, 12.602260332049473), (55.64475704780481, 12.602236085488872)]"
p_pladser.2363,Amager Vest,688,Boltonvej,2,2006,2012,"[(55.644221945935584, 12.602123325186076), (55.64413277976431, 12.602138035646416)]"
p_pladser.2364,Amager Vest,688,Boltonvej,1,2006,2012,"[(55.64431143348923, 12.602108871146934), (55.64426662492129, 12.602116071387027)]"
p_pladser.2405,Amager Vest,712,Borgerbo,1,2003,2021,"[(55.66440836316368, 12.595931037739716), (55.6644763546612, 12.595883217770684)]"
p_pladser.2406,Amager Vest,712,Borgerbo,1,2003,2021,"[(55.66419783288918, 12.596079107348908), (55.66425791682512, 12.59603989929754)]"
p_pladser.2407,Amager Vest,712,Borgerbo,2,2003,2021,"[(55.664273476271255, 12.596029273050796), (55.6643916837962, 12.5959427686916)]"
p_pladser.2408,Amager Vest,712,Borgerbo,2,2003,2021,"[(55.66449303402287, 12.595871486768452), (55.664581443500666, 12.595809306045885)]"
p_pladser.2836,Amager Vest,824,Breidablik Allé,5,2006,2021,"[(55.65105136314123, 12.605343661092506), (55.65100091690604, 12.605251197232073), (55.6509331796385, 12.605122521706573), (55.65088396981575, 12.605023590177671)]"
p_pladser.2837,Amager Vest,824,Breidablik Allé,3,2006,2021,"[(55.652039584913354, 12.606669055307034), (55.65188435433866, 12.606504069306414)]"
p_pladser.2838,Amager Vest,824,Breidablik Allé,3,2006,2021,"[(55.651679129791795, 12.606275781808126), (55.651669715848946, 12.60626611193183), (55.651543824448076, 12.606103376677622)]"
p_pladser.2839,Amager Vest,824,Breidablik Allé,6,2006,2021,"[(55.651435103703605, 12.605956999798279), (55.65140826433235, 12.605918502901549), (55.6513610754997, 12.605849707510625), (55.65132827705299, 12.605800868337145), (55.65127373442171, 12.605717302358174), (55.65125173667589, 12.60568299594157), (55.65121805853792, 12.605628453275)]"
p_pladser.2840,Amager Vest,824,Breidablik Allé,2,2006,2021,"[(55.65117888092948, 12.605565334134102), (55.65111519342749, 12.605457328296414), (55.651101373449464, 12.605433056097135), (55.651088987763195, 12.605411040158089)]"
p_pladser.2841,Amager Vest,824,Breidablik Allé,2,2006,2021,"[(55.65085429968935, 12.604963897142381), (55.650822984055814, 12.60489915889721), (55.65077257869186, 12.6047854782526)]"
p_pladser.2842,Amager Vest,824,Breidablik Allé,1,2006,2021,"[(55.65059561375105, 12.604400805538182), (55.65056387758852, 12.604323234400612)]"
p_pladser.2843,Amager Vest,824,Breidablik Allé,1,2006,2021,"[(55.65225064926415, 12.606745681158786), (55.65220113108205, 12.606737201990423)]"
p_pladser.2873,Amager Vest,844,Brigadevej,4,2003,2021,"[(55.662481849111664, 12.600020288689707), (55.66239479699225, 12.599705595979373)]"
p_pladser.2875,Amager Vest,844,Brigadevej,4,2003,2021,"[(55.66191438508407, 12.598373307418584), (55.661988151118116, 12.598639461955797)]"
p_pladser.2876,Amager Vest,844,Brigadevej,8,2003,2022,"[(55.66270383337039, 12.601093943839894), (55.662764630210916, 12.601315831712045), (55.662814494282685, 12.601500423222268), (55.66285654122602, 12.601655190861953), (55.662886445826885, 12.601730716807047)]"
p_pladser.2877,Amager Vest,844,Brigadevej,3,2003,2021,"[(55.66219982217279, 12.59940201951423), (55.662244552002925, 12.599572518131668), (55.662244552002925, 12.599572518131668), (55.66224835568352, 12.599576976798437), (55.66225199582614, 12.599574833561501)]"
p_pladser.2879,Amager Vest,844,Brigadevej,4,2003,2021,"[(55.66201320479608, 12.598729917361313), (55.66208728843739, 12.598997658297815)]"
p_pladser.2880,Amager Vest,844,Brigadevej,4,2003,2022,"[(55.6628475998534, 12.601342726734417), (55.66275896574797, 12.60102199736096)]"
p_pladser.2881,Amager Vest,844,Brigadevej,11,2003,2022,"[(55.66273737763721, 12.600943964193863), (55.66267888344593, 12.600732572462531), (55.66250346551537, 12.60009773045148)]"
p_pladser.2882,Amager Vest,844,Brigadevej,18,2003,2021,"[(55.662106780497076, 12.598657334601763), (55.66207732267357, 12.598563110503816), (55.661975102625185, 12.598192044459077), (55.66194077284157, 12.598067126223237), (55.66192215028368, 12.597994580128974), (55.6619118717321, 12.597956408598213), (55.6618720674812, 12.59781883736796), (55.66185830213327, 12.597770004750982), (55.661806632534606, 12.597578605460837), (55.66174988936026, 12.597360888487408), (55.66172357227274, 12.597261690990054), (55.66172203252012, 12.597254404218777)]"
p_pladser.2883,Amager Vest,844,Brigadevej,4,2003,2024,"[(55.66245851504508, 12.60033492489304), (55.662526404847085, 12.60058032277573)]"
p_pladser.2884,Amager Vest,844,Brigadevej,2,2003,2024,"[(55.66237471780302, 12.600032062434481), (55.66238431548971, 12.600075734452203), (55.66241369187088, 12.600179344207705)]"
p_pladser.2885,Amager Vest,844,Brigadevej,1,2003,2025,"[(55.66167256355579, 12.597494308850493), (55.661653958576935, 12.5974304343975)]"
p_pladser.2886,Amager Vest,844,Brigadevej,4,2003,2021,"[(55.661817808303525, 12.598020171854712), (55.66175198143086, 12.597781571348508), (55.66181779960857, 12.598020140182944), (55.66183256229391, 12.598022334250164)]"
p_pladser.2887,Amager Vest,844,Brigadevej,2,2003,2022,"[(55.66291123287062, 12.601573444547476), (55.662898692441786, 12.601527551253513), (55.66287191368909, 12.601430709024324), (55.662867891039504, 12.601416152600615)]"
p_pladser.2888,Amager Vest,844,Brigadevej,3,2003,2021,"[(55.662284748495175, 12.599709134272402), (55.66233747257737, 12.599899709942909), (55.662344033988965, 12.599899499888512)]"
